Stop ID,Neighborhood,Station Name,Line,canTransfer,Latitude,Longitude
26,4 Avenue,DeKalb Av,Q,TRUE,40.690635,-73.981824
27,4 Avenue,DeKalb Av,R,TRUE,40.690635,-73.981824
28,4 Avenue,Prospect Av,R,FALSE,40.665414,-73.99287199999999
29,4 Avenue,Union St,R,FALSE,40.677316,-73.98311
30,Astoria,30 Av,N,TRUE,40.766779,-73.921479
31,Astoria,30 Av,W,TRUE,40.766779,-73.921479
32,Astoria,36 Av,N,TRUE,40.756803999999995,-73.929575
33,Astoria,36 Av,W,TRUE,40.756803999999995,-73.929575
34,Astoria,39 Av,N,TRUE,40.752882,-73.932755
35,Astoria,39 Av,W,TRUE,40.752882,-73.932755
36,Astoria,Astoria Blvd,N,TRUE,40.770258,-73.917843
37,Astoria,Astoria Blvd,W,TRUE,40.770258,-73.917843
38,Astoria,Broadway,N,TRUE,40.76182,-73.925508
39,Astoria,Broadway,W,TRUE,40.76182,-73.925508
40,Astoria,Astoria - Ditmars Blvd,N,TRUE,40.775036,-73.91203399999999
41,Astoria,Astoria - Ditmars Blvd,W,TRUE,40.775036,-73.91203399999999
42,Brighton,7th Av,B,TRUE,40.67705,-73.972367
43,Brighton,7th Av,Q,TRUE,40.67705,-73.972367
44,Brighton,Av H,FALSE,40.62927,-73.961639,
45,Brighton,Av ,Q,FALSE,40.62927,-73.961639
46,Brighton,Av J,FALSE,40.625039,-73.960803,
47,Brighton,Av ,Q,FALSE,40.625039,-73.960803
48,Brighton,Av M,FALSE,40.617618,-73.959399,
49,Brighton,Av ,Q,FALSE,40.617618,-73.959399
50,Brighton,Av U,FALSE,40.5993,-73.955929,
51,Brighton,Av ,Q,FALSE,40.5993,-73.955929
52,Brighton,Beverly Rd,Q,FALSE,40.644031,-73.964492
53,Brighton,Brighton Beach,B,TRUE,40.577621,-73.961376
54,Brighton,Brighton Beach,Q,TRUE,40.577621,-73.961376
55,Brighton,Church Av,B,TRUE,40.650527000000004,-73.962982
56,Brighton,Church Av,Q,TRUE,40.650527000000004,-73.962982
57,Brighton,Cortelyou Rd,Q,FALSE,40.640927000000005,-73.963891
58,Brighton,Kings Highway,B,TRUE,40.608670000000004,-73.957734
59,Brighton,Kings Highway,Q,TRUE,40.608670000000004,-73.957734
60,Brighton,Neck Rd,Q,FALSE,40.595246,-73.955161
61,Brighton,Newkirk Av,B,TRUE,40.635082000000004,-73.962793
62,Brighton,Newkirk Av,Q,TRUE,40.635082000000004,-73.962793
63,Brighton,Ocean Parkway,Q,FALSE,40.576312,-73.968501
64,Brighton,Parkside Av,Q,FALSE,40.655291999999996,-73.961495
65,Brighton,Prospect Park,B,TRUE,40.661614,-73.962246
66,Brighton,Prospect Park,Q,TRUE,40.661614,-73.962246
67,Brighton,Prospect Park,S2,TRUE,40.661614,-73.962246
68,Brighton,Sheepshead Bay,B,TRUE,40.586896,-73.954155
69,Brighton,Sheepshead Bay,Q,TRUE,40.586896,-73.954155
70,Brighton,Stillwell Av,D,TRUE,40.577422,-73.98123299999999
71,Brighton,Stillwell Av,F,TRUE,40.577422,-73.98123299999999
72,Brighton,Stillwell Av,N,TRUE,40.577422,-73.98123299999999
73,Brighton,Stillwell Av,Q,TRUE,40.577422,-73.98123299999999
74,Brighton,West 8th St - New York Aquarium,F,TRUE,40.576127,-73.975939
75,Brighton,West 8th St - New York Aquarium,Q,TRUE,40.576127,-73.975939
76,Broadway,23rd St,R,TRUE,40.741303,-73.98934399999999
77,Broadway,23rd St,W,TRUE,40.741303,-73.98934399999999
78,Broadway,28th St,R,TRUE,40.745494,-73.988691
79,Broadway,28th St,W,TRUE,40.745494,-73.988691
80,Broadway,34th St - Herald Sq,B,TRUE,40.749567,-73.98795
81,Broadway,34th St - Herald Sq,D,TRUE,40.749567,-73.98795
82,Broadway,34th St - Herald Sq,F,TRUE,40.749567,-73.98795
83,Broadway,34th St - Herald Sq,M,TRUE,40.749567,-73.98795
84,Broadway,34th St - Herald Sq,N,TRUE,40.749567,-73.98795
85,Broadway,34th St - Herald Sq,Q,TRUE,40.749567,-73.98795
86,Broadway,34th St - Herald Sq,R,TRUE,40.749567,-73.98795
87,Broadway,34th St - Herald Sq,W,TRUE,40.749567,-73.98795
88,Broadway,49th St,N,TRUE,40.759901,-73.984139
89,Broadway,49th St,R,TRUE,40.759901,-73.984139
90,Broadway,49th St,W,TRUE,40.759901,-73.984139
91,Broadway,57th St - 7th Av,N,TRUE,40.764664,-73.98065799999999
92,Broadway,57th St - 7th Av,Q,TRUE,40.764664,-73.98065799999999
93,Broadway,57th St - 7th Av,R,TRUE,40.764664,-73.98065799999999
94,Broadway,57th St - 7th Av,W,TRUE,40.764664,-73.98065799999999
95,Broadway,5th Av - 59 St,N,TRUE,40.764811,-73.973347
96,Broadway,5th Av - 59 St,R,TRUE,40.764811,-73.973347
97,Broadway,5th Av - 59 St,W,TRUE,40.764811,-73.973347
98,Broadway,8th St - NYU,R,TRUE,40.730328,-73.99262900000001
99,Broadway,8th St - NYU,W,TRUE,40.730328,-73.99262900000001
100,Broadway,Canal St,J,TRUE,40.719527,-74.001775
101,Broadway,Canal St,N,TRUE,40.719527,-74.001775
102,Broadway,Canal St,Q,TRUE,40.719527,-74.001775
103,Broadway,Canal St,R,TRUE,40.719527,-74.001775
104,Broadway,Canal St,W,TRUE,40.719527,-74.001775
105,Broadway,Canal St,Z,TRUE,40.719527,-74.001775
106,Broadway,Canal St,6,TRUE,40.719527,-74.001775
107,Broadway,City Hall,R,FALSE,40.713282,-74.006978
108,Broadway,Cortlandt St,R,TRUE,40.710668,-74.01102900000001
109,Broadway,Cortlandt St,W,TRUE,40.710668,-74.01102900000001
110,Broadway,Jay St - Metrotech,A,TRUE,40.69218,-73.98594200000001
111,Broadway,Jay St - Metrotech,C,TRUE,40.69218,-73.98594200000001
112,Broadway,Jay St - Metrotech,F,TRUE,40.69218,-73.98594200000001
113,Broadway,Jay St - Metrotech,R,TRUE,40.69218,-73.98594200000001
114,Broadway,Lexington Av - 59th St,N,TRUE,40.76266,-73.967258
115,Broadway,Lexington Av - 59th St,R,TRUE,40.76266,-73.967258
116,Broadway,Lexington Av - 59th St,W,TRUE,40.76266,-73.967258
117,Broadway,Lexington Av - 59th St,4,TRUE,40.76266,-73.967258
118,Broadway,Lexington Av - 59th St,5,TRUE,40.76266,-73.967258
119,Broadway,Lexington Av - 59th St,6,TRUE,40.76266,-73.967258
120,Broadway,Prince St,N,TRUE,40.724329,-73.997702
121,Broadway,Prince St,R,TRUE,40.724329,-73.997702
122,Broadway,Rector St,R,TRUE,40.70722,-74.01334200000001
123,Broadway,Rector St,W,TRUE,40.70722,-74.01334200000001
124,Broadway,Times Square - 42nd St ,A,TRUE,40.754672,-73.986754
125,Broadway,Times Square - 42nd St ,C,TRUE,40.754672,-73.986754
126,Broadway,Times Square - 42nd St ,E,TRUE,40.754672,-73.986754
127,Broadway,Times Square - 42nd St ,N,TRUE,40.754672,-73.986754
128,Broadway,Times Square - 42nd St ,Q,TRUE,40.754672,-73.986754
129,Broadway,Times Square - 42nd St ,R,TRUE,40.754672,-73.986754
130,Broadway,Times Square - 42nd St ,W,TRUE,40.754672,-73.986754
131,Broadway,Times Square - 42nd St ,1,TRUE,40.754672,-73.986754
132,Broadway,Times Square - 42nd St ,2,TRUE,40.754672,-73.986754
133,Broadway,Times Square - 42nd St ,3,TRUE,40.754672,-73.986754
134,Broadway,Times Square - 42nd St ,7,TRUE,40.754672,-73.986754
135,Broadway,Times Square - 42nd St ,S1,TRUE,40.754672,-73.986754
136,Broadway,14th St - Union Square,L,TRUE,40.735735999999996,-73.99056800000001
137,Broadway,14th St - Union Square,N,TRUE,40.735735999999996,-73.99056800000001
138,Broadway,14th St - Union Square,Q,TRUE,40.735735999999996,-73.99056800000001
139,Broadway,14th St - Union Square,R,TRUE,40.735735999999996,-73.99056800000001
140,Broadway,14th St - Union Square,W,TRUE,40.735735999999996,-73.99056800000001
141,Broadway,14th St - Union Square,4,TRUE,40.735735999999996,-73.99056800000001
142,Broadway,14th St - Union Square,5,TRUE,40.735735999999996,-73.99056800000001
143,Broadway,14th St - Union Square,6,TRUE,40.735735999999996,-73.99056800000001
144,Broadway,Whitehall St - South Ferry,R,TRUE,40.703087,-74.01299399999999
145,Broadway,Whitehall St - South Ferry,W,TRUE,40.703087,-74.01299399999999
146,Broadway,Whitehall St - South Ferry,1,TRUE,40.703087,-74.01299399999999
147,Broadway Jamaica,104th St,J,TRUE,40.695178000000006,-73.84433
148,Broadway Jamaica,104th St,Z,TRUE,40.695178000000006,-73.84433
149,Broadway Jamaica,111th St,J,FALSE,40.697418,-73.836345
150,Broadway Jamaica,121st St,J,TRUE,40.700492,-73.828294
151,Broadway Jamaica,121st St,Z,TRUE,40.700492,-73.828294
152,Broadway Jamaica,Alabama Av,J,FALSE,40.676992,-73.89865400000001
153,Broadway Jamaica,Chauncey St,J,TRUE,40.682893,-73.91045600000001
154,Broadway Jamaica,Chauncey St,Z,TRUE,40.682893,-73.91045600000001
155,Broadway Jamaica,Cleveland St,J,FALSE,40.679947,-73.884639
156,Broadway Jamaica,Crescent St,J,TRUE,40.683194,-73.873785
157,Broadway Jamaica,Crescent St,Z,TRUE,40.683194,-73.873785
158,Broadway Jamaica,Cypress Hills,J,FALSE,40.689941,-73.87255
159,Broadway Jamaica,75th St - Elderts Ln,J,TRUE,40.691324,-73.867139
160,Broadway Jamaica,75th St - Elderts Ln,Z,TRUE,40.691324,-73.867139
161,Broadway Jamaica,Flushing Av,J,TRUE,40.70026,-73.941126
162,Broadway Jamaica,Flushing Av,M,TRUE,40.70026,-73.941126
163,Broadway Jamaica,85th St - Forest Parkway,J,FALSE,40.692434999999996,-73.86001
164,Broadway Jamaica,Gates Av,J,TRUE,40.68963,-73.92227
165,Broadway Jamaica,Gates Av,Z,TRUE,40.68963,-73.92227
166,Broadway Jamaica,Halsey St,J,FALSE,40.686370000000004,-73.91655899999999
167,Broadway Jamaica,Hewes St,J,TRUE,40.70687,-73.95343100000001
168,Broadway Jamaica,Hewes St,M,TRUE,40.70687,-73.95343100000001
169,Broadway Jamaica,Kosciusko St,J,FALSE,40.693342,-73.928814
170,Broadway Jamaica,Marcy Av,J,TRUE,40.708359,-73.957757
171,Broadway Jamaica,Marcy Av,M,TRUE,40.708359,-73.957757
172,Broadway Jamaica,Marcy Av,Z,TRUE,40.708359,-73.957757
173,Broadway Jamaica,Myrtle Av,J,TRUE,40.697207,-73.93565699999999
174,Broadway Jamaica,Myrtle Av,M,TRUE,40.697207,-73.93565699999999
175,Broadway Jamaica,Myrtle Av,Z,TRUE,40.697207,-73.93565699999999
176,Broadway Jamaica,Norwood Av,J,TRUE,40.68141,-73.880039
177,Broadway Jamaica,Norwood Av,Z,TRUE,40.68141,-73.880039
178,Broadway Jamaica,Van Siclen Av,J,TRUE,40.678024,-73.891688
179,Broadway Jamaica,Van Siclen Av,Z,TRUE,40.678024,-73.891688
180,Broadway Jamaica,Woodhaven Blvd,J,TRUE,40.693878999999995,-73.851576
181,Broadway Jamaica,Woodhaven Blvd,Z,TRUE,40.693878999999995,-73.851576
182,Canarsie,1st Av,L,FALSE,40.730953,-73.981628
183,Canarsie,3rd Av,L,FALSE,40.732849,-73.986122
184,Canarsie,14th St - 8 Av,A,TRUE,40.739777000000004,-74.002578
185,Canarsie,14th St - 8 Av,C,TRUE,40.739777000000004,-74.002578
186,Canarsie,14th St - 8 Av,E,TRUE,40.739777000000004,-74.002578
187,Canarsie,14th St - 8 Av,L,TRUE,40.739777000000004,-74.002578
188,Canarsie,Atlantic Av,L,FALSE,40.675345,-73.903097
189,Canarsie,Bedford Av,L,FALSE,40.717304,-73.956872
190,Canarsie,Bushwick Av,L,FALSE,40.682829,-73.905249
191,Canarsie,Canarsie - Rockaway Parkway,L,FALSE,40.645957,-73.901741
192,Canarsie,Canarsie - Rockaway Parkway,L,FALSE,40.645757,-73.9025
193,Canarsie,Canarsie - Rockaway Parkway,L,FALSE,40.646654,-73.90185
194,Canarsie,DeKalb Av,L,FALSE,40.703811,-73.918425
195,Canarsie,East 105th St,L,FALSE,40.650573,-73.899485
196,Canarsie,Graham Av,L,FALSE,40.714565,-73.944053
197,Canarsie,Grand St,L,FALSE,40.711926,-73.94067
198,Canarsie,Halsey St,L,FALSE,40.695602,-73.904084
199,Canarsie,Jefferson St,L,FALSE,40.706607,-73.922913
200,Canarsie,Livonia Av,L,FALSE,40.664038,-73.900571
201,Canarsie,Lorimer St - Metropolitan Av,G,TRUE,40.714063,-73.950275
202,Canarsie,Lorimer St - Metropolitan Av,L,TRUE,40.714063,-73.950275
203,Canarsie,Montrose Av,L,FALSE,40.707739000000004,-73.93985
204,Canarsie,Morgan Av,L,FALSE,40.706152,-73.93314699999999
205,Canarsie,Myrtle - Wyckoff Avs,L,TRUE,40.699814,-73.911586
206,Canarsie,Myrtle - Wyckoff Avs,M,TRUE,40.699814,-73.911586
207,Canarsie,New Lots Av,L,FALSE,40.658733000000005,-73.899232
208,Canarsie,Sutter Av,L,FALSE,40.669367,-73.901975
209,Canarsie,Wilson Av,L,FALSE,40.688764,-73.904046
210,Franklin,Franklin Av,C,TRUE,40.680596,-73.955827
211,Franklin,Franklin Av,S2,TRUE,40.680596,-73.955827
212,Franklin,Park Place,S2,FALSE,40.674772,-73.957624
213,Myrtle,Central Av,M,FALSE,40.697857,-73.927397
214,Myrtle,Forest Av,M,FALSE,40.704423,-73.903077
215,Myrtle,Fresh Pond Rd,M,FALSE,40.706185999999995,-73.895877
216,Myrtle,Knickerbocker Av,M,FALSE,40.698664,-73.91971099999999
217,Myrtle,Middle Village - Metropolitan Av,M,FALSE,40.711396,-73.889601
218,Myrtle,Seneca Av,M,FALSE,40.702762,-73.90774
219,Nassau,Bowery,J,TRUE,40.720279999999995,-73.993915
220,Nassau,Bowery,Z,TRUE,40.720279999999995,-73.993915
221,Nassau,Broad St,J,TRUE,40.706476,-74.01105600000001
222,Nassau,Broad St,Z,TRUE,40.706476,-74.01105600000001
223,Sea Beach,18th Av,N,FALSE,40.620671,-73.990414
224,Sea Beach,20th Av,N,FALSE,40.61741,-73.985026
225,Sea Beach,86th St,N,FALSE,40.592721000000004,-73.97823000000001
226,Sea Beach,8th Av,N,FALSE,40.635064,-74.011719
227,Sea Beach,Av U,N,FALSE,40.597473,-73.979137
228,Sea Beach,Bay Parkway,N,FALSE,40.611815,-73.981848
229,Sea Beach,Fort Hamilton Parkway,N,FALSE,40.631386,-74.005351
230,Sea Beach,Kings Highway,N,FALSE,40.603922999999995,-73.98035300000001
231,West End,18th Av,D,FALSE,40.607954,-74.001736
232,West End,20th Av,D,FALSE,40.604556,-73.998168
233,West End,25th Av,D,FALSE,40.597704,-73.986829
234,West End,50th St,D,FALSE,40.63626,-73.994791
235,West End,55th St,D,FALSE,40.631434999999996,-73.995476
236,West End,62nd St - New Utrecht Av,D,TRUE,40.626472,-73.996895
237,West End,62nd St - New Utrecht Av,N,TRUE,40.626472,-73.996895
238,West End,71st St,D,FALSE,40.619589000000005,-73.998864
239,West End,79th St,D,FALSE,40.613501,-74.00061
240,West End,9th Av,D,FALSE,40.646291999999995,-73.994324
241,West End,Bay 50th St,D,FALSE,40.588840999999995,-73.983765
242,West End,Bay Parkway,D,FALSE,40.601875,-73.993728
243,West End,Fort Hamilton Parkway,D,FALSE,40.640914,-73.994304
244,63rd Street,21st St,F,FALSE,40.754203000000004,-73.942836
245,63rd Street,Lexington Av - 63rd St,F,TRUE,40.764627000000004,-73.96611
246,63rd Street,Lexington Av - 63rd St,Q,TRUE,40.764627000000004,-73.96611
247,63rd Street,Roosevelt Island,F,FALSE,40.759145000000004,-73.95326
248,6 Avenue,14th St - 6 Av,F,TRUE,40.738228,-73.996209
249,6 Avenue,14th St - 6 Av,L,TRUE,40.738228,-73.996209
250,6 Avenue,14th St - 6 Av,M,TRUE,40.738228,-73.996209
251,6 Avenue,14th St - 6 Av,1,TRUE,40.738228,-73.996209
252,6 Avenue,14th St - 6 Av,2,TRUE,40.738228,-73.996209
253,6 Avenue,14th St - 6 Av,3,TRUE,40.738228,-73.996209
254,6 Avenue,23rd St,F,TRUE,40.742878000000005,-73.99282099999999
255,6 Avenue,23rd St,M,TRUE,40.742878000000005,-73.99282099999999
256,6 Avenue,2nd Av,F,FALSE,40.723402,-73.989938
257,6 Avenue,42nd St - Bryant Park,B,TRUE,40.754222,-73.984569
258,6 Avenue,42nd St - Bryant Park,D,TRUE,40.754222,-73.984569
259,6 Avenue,42nd St - Bryant Park,F,TRUE,40.754222,-73.984569
260,6 Avenue,42nd St - Bryant Park,M,TRUE,40.754222,-73.984569
261,6 Avenue,42nd St - Bryant Park,7,TRUE,40.754222,-73.984569
262,6 Avenue,47-50th Sts - Rockefeller Center,B,TRUE,40.758663,-73.981329
263,6 Avenue,47-50th Sts - Rockefeller Center,D,TRUE,40.758663,-73.981329
264,6 Avenue,47-50th Sts - Rockefeller Center,F,TRUE,40.758663,-73.981329
265,6 Avenue,47-50th Sts - Rockefeller Center,M,TRUE,40.758663,-73.981329
266,6 Avenue,57th St,F,FALSE,40.763971999999995,-73.97745
267,6 Avenue,7th Av,F,FALSE,40.666271,-73.980305
268,6 Avenue,Bergen St,F,TRUE,40.686145,-73.99086199999999
269,6 Avenue,Bergen St,G,TRUE,40.686145,-73.99086199999999
270,6 Avenue,Broadway - Lafayette St (Bleecker St),B,TRUE,40.725297,-73.996204
271,6 Avenue,Broadway - Lafayette St (Bleecker St),D,TRUE,40.725297,-73.996204
272,6 Avenue,Broadway - Lafayette St (Bleecker St),F,TRUE,40.725297,-73.996204
273,6 Avenue,Broadway - Lafayette St (Bleecker St),M,TRUE,40.725297,-73.996204
274,6 Avenue,Broadway - Lafayette St (Bleecker St),6,TRUE,40.725297,-73.996204
275,6 Avenue,Carroll St,F,TRUE,40.680303,-73.995048
276,6 Avenue,Carroll St,G,TRUE,40.680303,-73.995048
277,6 Avenue,Church Av,F,FALSE,40.644040999999994,-73.979678
278,6 Avenue,Delancey St,F,TRUE,40.718610999999996,-73.988114
279,6 Avenue,Delancey St,J,TRUE,40.718610999999996,-73.988114
280,6 Avenue,Delancey St,M,TRUE,40.718610999999996,-73.988114
281,6 Avenue,Delancey St,Z,TRUE,40.718610999999996,-73.988114
282,6 Avenue,East Broadway,F,FALSE,40.713715,-73.990173
283,6 Avenue,Fort Hamilton Parkway,F,FALSE,40.650782,-73.975776
284,6 Avenue,Grand St,B,TRUE,40.718267,-73.993753
285,6 Avenue,Grand St,D,TRUE,40.718267,-73.993753
286,6 Avenue,15 St - Prospect Park,F,FALSE,40.660365000000006,-73.979493
287,6 Avenue,Smith - 9th Sts,F,TRUE,40.67358,-73.995959
288,6 Avenue,Smith - 9th Sts,G,TRUE,40.67358,-73.995959
289,6 Avenue,Smith - 9th Sts,R,TRUE,40.67358,-73.995959
290,6 Avenue,York St,F,FALSE,40.699743,-73.986885
291,8 Avenue,103rd St,B,TRUE,40.796092,-73.961454
292,8 Avenue,103rd St,C,TRUE,40.796092,-73.961454
293,8 Avenue,116th St,B,TRUE,40.805085,-73.954882
294,8 Avenue,116th St,C,TRUE,40.805085,-73.954882
295,8 Avenue,125th St,A,TRUE,40.811109,-73.952343
296,8 Avenue,125th St,B,TRUE,40.811109,-73.952343
297,8 Avenue,125th St,C,TRUE,40.811109,-73.952343
298,8 Avenue,125th St,D,TRUE,40.811109,-73.952343
299,8 Avenue,135th St,B,TRUE,40.817894,-73.947649
300,8 Avenue,135th St,C,TRUE,40.817894,-73.947649
301,8 Avenue,145th St,A,TRUE,40.824783000000004,-73.944216
302,8 Avenue,145th St,B,TRUE,40.824783000000004,-73.944216
303,8 Avenue,145th St,C,TRUE,40.824783000000004,-73.944216
304,8 Avenue,145th St,D,TRUE,40.824783000000004,-73.944216
305,8 Avenue,155th St,C,FALSE,40.830518,-73.941514
306,8 Avenue,163rd St - Amsterdam Av,C,FALSE,40.836013,-73.939892
307,8 Avenue,168th St,A,TRUE,40.840719,-73.939561
308,8 Avenue,168th St,C,TRUE,40.840719,-73.939561
309,8 Avenue,175th St,A,FALSE,40.847390999999995,-73.939704
310,8 Avenue,181st St,A,FALSE,40.851695,-73.937969
311,8 Avenue,190th St,A,FALSE,40.859021999999996,-73.93418
312,8 Avenue,23rd St,C,TRUE,40.745906,-73.998041
313,8 Avenue,23rd St,E,TRUE,40.745906,-73.998041
314,8 Avenue,34th St - Penn Station,A,TRUE,40.752287,-73.993391
315,8 Avenue,34th St - Penn Station,C,TRUE,40.752287,-73.993391
316,8 Avenue,34th St - Penn Station,E,TRUE,40.752287,-73.993391
317,8 Avenue,50th St,C,TRUE,40.762456,-73.985984
318,8 Avenue,50th St,E,TRUE,40.762456,-73.985984
319,8 Avenue,59th St - Columbus Circle,A,TRUE,40.768296,-73.981736
320,8 Avenue,59th St - Columbus Circle,B,TRUE,40.768296,-73.981736
321,8 Avenue,59th St - Columbus Circle,C,TRUE,40.768296,-73.981736
322,8 Avenue,59th St - Columbus Circle,D,TRUE,40.768296,-73.981736
323,8 Avenue,59th St - Columbus Circle,1,TRUE,40.768296,-73.981736
324,8 Avenue,72nd St,B,TRUE,40.775594,-73.97641
325,8 Avenue,72nd St,C,TRUE,40.775594,-73.97641
326,8 Avenue,81st St - Museum of Natural History,B,TRUE,40.781433,-73.972143
327,8 Avenue,81st St - Museum of Natural History,C,TRUE,40.781433,-73.972143
328,8 Avenue,86th St,B,TRUE,40.785868,-73.96891600000001
329,8 Avenue,86th St,C,TRUE,40.785868,-73.96891600000001
330,8 Avenue,96th St,B,TRUE,40.791646,-73.964699
331,8 Avenue,96th St,C,TRUE,40.791646,-73.964699
332,8 Avenue,Canal St,A,TRUE,40.720824,-74.005229
333,8 Avenue,Canal St,C,TRUE,40.720824,-74.005229
334,8 Avenue,Canal St,E,TRUE,40.720824,-74.005229
335,8 Avenue,Cathedral Parkway - 110th St,B,TRUE,40.800605,-73.958158
336,8 Avenue,Cathedral Parkway - 110th St,C,TRUE,40.800605,-73.958158
337,8 Avenue,Chambers St - Park Place - World Trade Center,A,TRUE,40.714110999999995,-74.008585
338,8 Avenue,Chambers St - Park Place - World Trade Center,C,TRUE,40.714110999999995,-74.008585
339,8 Avenue,Chambers St - Park Place - World Trade Center,E,TRUE,40.714110999999995,-74.008585
340,8 Avenue,Chambers St - Park Place - World Trade Center,2,TRUE,40.714110999999995,-74.008585
341,8 Avenue,Chambers St - Park Place - World Trade Center,3,TRUE,40.714110999999995,-74.008585
342,8 Avenue,Dyckman St,A,FALSE,40.865491,-73.92727099999999
343,8 Avenue,High St,A,TRUE,40.699337,-73.990531
344,8 Avenue,High St,C,TRUE,40.699337,-73.990531
345,8 Avenue,Inwood - 207th St,A,FALSE,40.868072,-73.919899
346,8 Avenue,Spring St,C,TRUE,40.726227,-74.003739
347,8 Avenue,Spring St,E,TRUE,40.726227,-74.003739
348,8 Avenue,West 4th St - Washington Square,A,TRUE,40.732338,-74.000495
349,8 Avenue,West 4th St - Washington Square,B,TRUE,40.732338,-74.000495
350,8 Avenue,West 4th St - Washington Square,C,TRUE,40.732338,-74.000495
351,8 Avenue,West 4th St - Washington Square,D,TRUE,40.732338,-74.000495
352,8 Avenue,West 4th St - Washington Square,E,TRUE,40.732338,-74.000495
353,8 Avenue,West 4th St - Washington Square,F,TRUE,40.732338,-74.000495
354,8 Avenue,West 4th St - Washington Square,M,TRUE,40.732338,-74.000495
355,Archer Av,Jamaica - Van Wyck,E,FALSE,40.702566,-73.816859
356,Archer Av,Jamaica Center - Parsons/Archer,E,TRUE,40.702147,-73.801109
357,Archer Av,Jamaica Center - Parsons/Archer,J,TRUE,40.702147,-73.801109
358,Archer Av,Jamaica Center - Parsons/Archer,Z,TRUE,40.702147,-73.801109
359,Archer Av,Sutphin Blvd - Archer Av - JFK Airport,E,TRUE,40.700486,-73.807969
360,Archer Av,Sutphin Blvd - Archer Av - JFK Airport,J,TRUE,40.700486,-73.807969
361,Archer Av,Sutphin Blvd - Archer Av - JFK Airport,Z,TRUE,40.700486,-73.807969
362,Concourse,155th St,B,TRUE,40.830135,-73.938209
363,Concourse,155th St,D,TRUE,40.830135,-73.938209
364,Concourse,167th St,B,TRUE,40.833769000000004,-73.918432
365,Concourse,167th St,D,TRUE,40.833769000000004,-73.918432
366,Concourse,170th St,B,TRUE,40.839306,-73.9134
367,Concourse,170th St,D,TRUE,40.839306,-73.9134
368,Concourse,174-175th Sts,B,TRUE,40.8459,-73.910136
369,Concourse,174-175th Sts,D,TRUE,40.8459,-73.910136
370,Concourse,182-183rd Sts,B,TRUE,40.856093,-73.900741
371,Concourse,182-183rd Sts,D,TRUE,40.856093,-73.900741
372,Concourse,Bedford Park Blvd,B,TRUE,40.873244,-73.88713800000001
373,Concourse,Bedford Park Blvd,D,TRUE,40.873244,-73.88713800000001
374,Concourse,Fordham Rd,B,TRUE,40.861296,-73.897749
375,Concourse,Fordham Rd,D,TRUE,40.861296,-73.897749
376,Concourse,Kingsbridge Rd,B,TRUE,40.866978,-73.893509
377,Concourse,Kingsbridge Rd,D,TRUE,40.866978,-73.893509
378,Concourse,Norwood - 205th St,D,FALSE,40.874811,-73.878855
379,Concourse,Tremont Av,B,TRUE,40.85041,-73.905227
380,Concourse,Tremont Av,D,TRUE,40.85041,-73.905227
381,Crosstown,21st St,G,FALSE,40.744065,-73.949724
382,Crosstown,Bedford - Nostrand Avs,G,FALSE,40.689627,-73.95352199999999
383,Crosstown,Broadway,G,FALSE,40.706092,-73.95030799999999
384,Crosstown,Classon Av,G,FALSE,40.688873,-73.96007
385,Crosstown,Clinton - Washington Avs,G,FALSE,40.688089,-73.96683900000001
